task,epoch,train_loss
0,0,0.4333
0,END,
1,0,0.3301
1,END,
2,0,0.3292
2,END,
3,0,0.3278
3,END,
4,0,0.318
4,END,
5,0,0.3143
5,END,
6,0,0.3183
6,END,
7,0,0.3016
7,END,
8,0,0.3048
8,END,
9,0,0.2949
9,END,
