task,epoch,train_loss
0,0,0.4383
0,END,
1,0,0.342
1,END,
2,0,0.3382
2,END,
3,0,0.3236
3,END,
4,0,0.3134
4,END,
5,0,0.3105
5,END,
6,0,0.3035
6,END,
7,0,0.2998
7,END,
8,0,0.2939
8,END,
9,0,0.2928
9,END,
