dataset,method,seed,config,run_dir_exists,log_exists,metrics_csv_exists,checkpoint_dir_exists,checkpoint_files,log_starts,completed,status,avg_accuracy,forgetting,backward_transfer,forward_transfer
split_mini_imagenet,ewc,456,split_mini_imagenet_ewc.yaml,True,True,True,True,0,1,True,completed,2.0583,26.8772,-26.8772,-2.7257
split_mini_imagenet,ewc,789,split_mini_imagenet_ewc.yaml,True,True,True,True,0,1,True,completed,2.0583,27.9912,-27.9912,-2.7345
split_mini_imagenet,ewc,1024,split_mini_imagenet_ewc.yaml,True,True,True,True,0,1,True,completed,2.1167,30.8333,-30.8333,-2.7169
split_mini_imagenet,fine_tune,42,split_mini_imagenet_finetune.yaml,True,True,True,True,0,1,True,completed,2.25,29.5702,-29.5702,-2.7345
split_mini_imagenet,fine_tune,123,split_mini_imagenet_finetune.yaml,True,True,True,True,0,1,True,completed,2.0167,31.6316,-31.6316,-2.7345
split_mini_imagenet,fine_tune,456,split_mini_imagenet_finetune.yaml,True,True,True,True,0,1,True,completed,2.0917,29.0526,-29.0526,-2.7257
split_mini_imagenet,fine_tune,789,split_mini_imagenet_finetune.yaml,True,True,True,True,0,1,True,completed,1.7833,30.1754,-30.1754,-2.7345
split_mini_imagenet,fine_tune,1024,split_mini_imagenet_finetune.yaml,True,True,True,True,0,1,True,completed,1.5583,27.7719,-27.7719,-2.7169
split_mini_imagenet,icarl,42,split_mini_imagenet_icarl.yaml,True,True,True,True,0,1,True,completed,3.7583,10.4035,-8.4825,-2.7345
split_mini_imagenet,icarl,123,split_mini_imagenet_icarl.yaml,True,True,True,True,0,1,True,completed,3.1333,7.5175,-5.886,-2.7345
split_mini_imagenet,icarl,456,split_mini_imagenet_icarl.yaml,True,True,True,True,0,1,True,completed,2.25,4.8596,-2.4035,-2.7345
split_mini_imagenet,icarl,789,split_mini_imagenet_icarl.yaml,True,True,True,True,0,1,True,completed,3.325,8.9561,-7.9649,-2.7345
split_mini_imagenet,icarl,1024,split_mini_imagenet_icarl.yaml,True,True,True,True,0,1,True,completed,3.3167,7.2982,-6.4211,-2.7345
split_mini_imagenet,joint_training,42,split_mini_imagenet_joint.yaml,True,True,True,True,0,1,True,completed,44.3083,5.2105,18.693,-2.7345
split_mini_imagenet,joint_training,123,split_mini_imagenet_joint.yaml,True,True,True,True,0,2,True,completed,46.3917,2.8333,20.1053,-2.7345
split_mini_imagenet,joint_training,456,split_mini_imagenet_joint.yaml,True,True,True,True,0,1,True,completed,42.625,4.9561,19.1228,-2.7345
split_mini_imagenet,joint_training,789,split_mini_imagenet_joint.yaml,True,True,True,True,0,8,True,completed,44.1417,2.0526,19.807,-2.7257
split_mini_imagenet,joint_training,1024,split_mini_imagenet_joint.yaml,True,True,True,True,0,1,True,completed,48.475,2.6842,21.5,-2.7257
split_mini_imagenet,lwf,42,split_mini_imagenet_lwf.yaml,True,True,True,True,0,3,True,completed,1.4333,26.5702,-26.5702,-2.7345
split_mini_imagenet,lwf,123,split_mini_imagenet_lwf.yaml,True,True,True,True,0,1,True,completed,1.55,27.0351,-27.0351,-2.7345
split_mini_imagenet,lwf,456,split_mini_imagenet_lwf.yaml,True,True,True,True,0,1,True,completed,2.3333,30.0175,-30.0175,-2.7345
split_mini_imagenet,lwf,789,split_mini_imagenet_lwf.yaml,True,True,True,True,0,1,True,completed,1.375,26.2193,-26.2193,-2.7257
split_mini_imagenet,lwf,1024,split_mini_imagenet_lwf.yaml,True,True,True,True,0,1,True,completed,2.1333,32.4912,-32.4912,-2.6994
split_mini_imagenet,progress_compress,42,split_mini_imagenet_progress_compress.yaml,True,True,True,True,0,1,True,completed,2.7417,44.5789,-44.5789,-2.6818
split_mini_imagenet,progress_compress,123,split_mini_imagenet_progress_compress.yaml,True,True,True,True,0,1,True,completed,2.8833,42.8947,-42.8947,-2.4625
split_mini_imagenet,progress_compress,456,split_mini_imagenet_progress_compress.yaml,True,True,True,True,0,1,True,completed,2.6667,43.5614,-43.5614,-2.6643
split_mini_imagenet,progress_compress,789,split_mini_imagenet_progress_compress.yaml,True,True,True,True,0,1,True,completed,2.4917,41.5702,-41.5702,-2.6117
split_mini_imagenet,progress_compress,1024,split_mini_imagenet_progress_compress.yaml,True,True,True,True,0,1,True,completed,2.6,43.4737,-43.4737,-2.7345
split_mini_imagenet,si_der,42,split_mini_imagenet_si_der.yaml,True,True,True,True,0,1,True,completed,2.2667,34.307,-34.307,-2.6555
split_mini_imagenet,si_der,123,split_mini_imagenet_si_der.yaml,True,True,True,True,0,1,True,completed,2.125,36.0,-36.0,-2.7257
split_mini_imagenet,si_der,456,split_mini_imagenet_si_der.yaml,True,True,True,True,0,1,True,completed,2.45,33.193,-33.193,-2.7345
split_mini_imagenet,si_der,789,split_mini_imagenet_si_der.yaml,True,True,True,True,0,1,True,completed,2.1167,36.4211,-36.4211,-2.5415
split_mini_imagenet,si_der,1024,split_mini_imagenet_si_der.yaml,True,True,True,True,0,1,True,completed,2.2667,33.9825,-33.9825,-2.4888
split_mini_imagenet,xder,42,split_mini_imagenet_xder.yaml,True,True,True,True,0,1,True,completed,2.6167,41.4825,-41.4825,-2.7257
split_mini_imagenet,xder,123,split_mini_imagenet_xder.yaml,True,True,True,True,0,1,True,completed,2.4917,42.0263,-42.0263,-2.638
split_mini_imagenet,xder,456,split_mini_imagenet_xder.yaml,True,True,True,True,0,1,True,completed,2.9917,40.6667,-40.6667,-2.7169
split_mini_imagenet,xder,789,split_mini_imagenet_xder.yaml,True,True,True,True,0,1,True,completed,2.2083,32.8596,-32.8596,-2.5941
split_mini_imagenet,xder,1024,split_mini_imagenet_xder.yaml,True,True,True,True,0,1,True,completed,2.975,41.9737,-41.9737,-2.5853
