dataset,metric,method_a,method_b,n_pairs,rank_biserial,magnitude
split_mini_imagenet,avg_accuracy,agem,progress_compress,5,-1.0,large
split_mini_imagenet,avg_accuracy,agem,agem_distill,5,-1.0,large
split_mini_imagenet,avg_accuracy,agem,si_der,5,-1.0,large
split_mini_imagenet,avg_accuracy,lwf,der,5,-0.333333,medium
split_mini_imagenet,avg_accuracy,lwf,xder,5,-1.0,large
split_mini_imagenet,avg_accuracy,lwf,icarl,5,-0.866667,large
split_mini_imagenet,avg_accuracy,lwf,er_ewc,5,-1.0,large
split_mini_imagenet,avg_accuracy,lwf,progress_compress,5,-1.0,large
split_mini_imagenet,avg_accuracy,lwf,agem_distill,5,-1.0,large
split_mini_imagenet,avg_accuracy,lwf,si_der,5,-1.0,large
split_mini_imagenet,avg_accuracy,der,xder,5,-1.0,large
split_mini_imagenet,avg_accuracy,der,icarl,5,-1.0,large
split_mini_imagenet,avg_accuracy,der,er_ewc,5,-1.0,large
split_mini_imagenet,avg_accuracy,der,progress_compress,5,-1.0,large
split_mini_imagenet,avg_accuracy,der,agem_distill,5,-0.6,large
split_mini_imagenet,avg_accuracy,der,si_der,5,-0.6,large
split_mini_imagenet,avg_accuracy,xder,icarl,5,-0.6,large
split_mini_imagenet,avg_accuracy,xder,er_ewc,5,-1.0,large
split_mini_imagenet,avg_accuracy,xder,progress_compress,5,-0.066667,negligible
split_mini_imagenet,avg_accuracy,xder,agem_distill,5,1.0,large
split_mini_imagenet,avg_accuracy,xder,si_der,5,1.0,large
split_mini_imagenet,avg_accuracy,icarl,er_ewc,5,0.066667,negligible
split_mini_imagenet,avg_accuracy,icarl,progress_compress,5,0.733333,large
split_mini_imagenet,avg_accuracy,icarl,agem_distill,5,0.866667,large
split_mini_imagenet,avg_accuracy,icarl,si_der,5,0.866667,large
split_mini_imagenet,avg_accuracy,er_ewc,progress_compress,5,1.0,large
split_mini_imagenet,avg_accuracy,er_ewc,agem_distill,5,1.0,large
split_mini_imagenet,avg_accuracy,er_ewc,si_der,5,1.0,large
split_mini_imagenet,avg_accuracy,progress_compress,agem_distill,5,1.0,large
split_mini_imagenet,avg_accuracy,progress_compress,si_der,5,1.0,large
split_mini_imagenet,avg_accuracy,agem_distill,si_der,5,0.6,large
split_mini_imagenet,forgetting,fine_tune,joint_training,5,1.0,large
split_mini_imagenet,forgetting,fine_tune,ewc,5,0.333333,medium
split_mini_imagenet,forgetting,fine_tune,agem,5,-0.733333,large
split_mini_imagenet,forgetting,fine_tune,lwf,5,0.2,small
split_mini_imagenet,forgetting,fine_tune,der,5,-1.0,large
split_mini_imagenet,forgetting,fine_tune,xder,5,-1.0,large
split_mini_imagenet,forgetting,fine_tune,icarl,5,1.0,large
split_mini_imagenet,forgetting,fine_tune,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,fine_tune,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,fine_tune,agem_distill,5,-1.0,large
split_mini_imagenet,forgetting,fine_tune,si_der,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,ewc,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,agem,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,lwf,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,der,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,xder,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,icarl,5,-0.866667,large
split_mini_imagenet,forgetting,joint_training,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,agem_distill,5,-1.0,large
split_mini_imagenet,forgetting,joint_training,si_der,5,-1.0,large
split_mini_imagenet,forgetting,ewc,agem,5,-1.0,large
split_mini_imagenet,forgetting,ewc,lwf,5,0.2,small
split_mini_imagenet,forgetting,ewc,der,5,-1.0,large
split_mini_imagenet,forgetting,ewc,xder,5,-1.0,large
split_mini_imagenet,forgetting,ewc,icarl,5,1.0,large
split_mini_imagenet,forgetting,ewc,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,ewc,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,ewc,agem_distill,5,-1.0,large
split_mini_imagenet,forgetting,ewc,si_der,5,-1.0,large
split_mini_imagenet,forgetting,agem,lwf,5,1.0,large
split_mini_imagenet,forgetting,agem,der,5,-0.733333,large
split_mini_imagenet,forgetting,agem,xder,5,-1.0,large
split_mini_imagenet,forgetting,agem,icarl,5,1.0,large
split_mini_imagenet,forgetting,agem,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,agem,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,agem,agem_distill,5,-0.6,large
split_mini_imagenet,forgetting,agem,si_der,5,-0.733333,large
split_mini_imagenet,forgetting,lwf,der,5,-1.0,large
split_mini_imagenet,forgetting,lwf,xder,5,-1.0,large
split_mini_imagenet,forgetting,lwf,icarl,5,1.0,large
split_mini_imagenet,forgetting,lwf,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,lwf,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,lwf,agem_distill,5,-1.0,large
split_mini_imagenet,forgetting,lwf,si_der,5,-1.0,large
split_mini_imagenet,forgetting,der,xder,5,-0.866667,large
split_mini_imagenet,forgetting,der,icarl,5,1.0,large
split_mini_imagenet,forgetting,der,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,der,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,der,agem_distill,5,-0.2,small
split_mini_imagenet,forgetting,der,si_der,5,0.0,negligible
split_mini_imagenet,forgetting,xder,icarl,5,1.0,large
split_mini_imagenet,forgetting,xder,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,xder,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,xder,agem_distill,5,1.0,large
split_mini_imagenet,forgetting,xder,si_der,5,0.866667,large
split_mini_imagenet,forgetting,icarl,er_ewc,5,-1.0,large
split_mini_imagenet,forgetting,icarl,progress_compress,5,-1.0,large
split_mini_imagenet,forgetting,icarl,agem_distill,5,-1.0,large
split_mini_imagenet,forgetting,icarl,si_der,5,-1.0,large
split_mini_imagenet,forgetting,er_ewc,progress_compress,5,1.0,large
split_mini_imagenet,forgetting,er_ewc,agem_distill,5,1.0,large
split_mini_imagenet,forgetting,er_ewc,si_der,5,1.0,large
split_mini_imagenet,forgetting,progress_compress,agem_distill,5,1.0,large
split_mini_imagenet,forgetting,progress_compress,si_der,5,1.0,large
split_mini_imagenet,forgetting,agem_distill,si_der,5,0.2,small
