dataset,method,seed,run_name,config_name,model,n_epochs,batch_size,num_workers,fp16,buffer_size,total_time_sec,log_starts,completed,caveat_note,avg_accuracy,forgetting,backward_transfer,forward_transfer
split_cifar100,agem,456,split_cifar100_agem_seed456,split_cifar100_agem.yaml,slim_resnet18,1,32,0,True,200,135.1,1,True,,1.53,35.6316,-35.6316,-2.7345
split_cifar100,agem,789,split_cifar100_agem_seed789,split_cifar100_agem.yaml,slim_resnet18,1,32,0,True,200,132.1,1,True,,2.24,39.3158,-39.3158,-2.7345
split_cifar100,agem,1024,split_cifar100_agem_seed1024,split_cifar100_agem.yaml,slim_resnet18,1,32,0,True,200,128.9,1,True,,2.83,45.3895,-45.3895,-2.7345
split_cifar100,agem_distill,42,split_cifar100_agem_distill_seed42,split_cifar100_agem_distill.yaml,slim_resnet18,1,32,0,True,200,144.1,1,True,,2.86,45.2737,-45.2737,-2.7345
split_cifar100,agem_distill,123,split_cifar100_agem_distill_seed123,split_cifar100_agem_distill.yaml,slim_resnet18,1,32,0,True,200,139.7,1,True,,2.53,48.1474,-48.1474,-2.7345
split_cifar100,agem_distill,456,split_cifar100_agem_distill_seed456,split_cifar100_agem_distill.yaml,slim_resnet18,1,32,0,True,200,139.3,1,True,,2.41,43.4105,-43.4105,-2.7345
split_cifar100,agem_distill,789,split_cifar100_agem_distill_seed789,split_cifar100_agem_distill.yaml,slim_resnet18,1,32,0,True,200,137.4,1,True,,2.97,47.6316,-47.6316,-2.7345
split_cifar100,agem_distill,1024,split_cifar100_agem_distill_seed1024,split_cifar100_agem_distill.yaml,slim_resnet18,1,32,0,True,200,141.1,1,True,,2.84,48.2105,-48.2105,-2.7345
split_cifar100,der,42,split_cifar100_der_seed42,split_cifar100_der.yaml,slim_resnet18,1,32,0,True,200,114.5,1,True,,2.86,42.5684,-42.5684,-2.7239
split_cifar100,der,123,split_cifar100_der_seed123,split_cifar100_der.yaml,slim_resnet18,1,32,0,True,200,114.9,1,True,,2.76,45.7474,-45.7474,-2.7345
split_cifar100,der,456,split_cifar100_der_seed456,split_cifar100_der.yaml,slim_resnet18,1,32,0,True,200,113.6,1,True,,2.96,45.5158,-45.5158,-2.7345
split_cifar100,der,789,split_cifar100_der_seed789,split_cifar100_der.yaml,slim_resnet18,1,32,0,True,200,114.1,1,True,,2.69,47.4211,-47.4211,-2.7134
split_cifar100,der,1024,split_cifar100_der_seed1024,split_cifar100_der.yaml,slim_resnet18,1,32,0,True,200,112.9,1,True,,2.13,42.4947,-42.4947,-2.5766
split_cifar100,er_ewc,42,split_cifar100_er_ewc_seed42,split_cifar100_er_ewc.yaml,slim_resnet18,1,32,0,True,200,344.0,1,True,,4.91,56.3789,-56.3789,-2.7345
split_cifar100,er_ewc,123,split_cifar100_er_ewc_seed123,split_cifar100_er_ewc.yaml,slim_resnet18,1,32,0,True,200,404.7,1,True,,4.6,61.2316,-61.2316,-2.7345
split_cifar100,er_ewc,456,split_cifar100_er_ewc_seed456,split_cifar100_er_ewc.yaml,slim_resnet18,1,32,0,True,200,407.3,1,True,,4.53,56.9158,-56.9158,-2.7345
split_cifar100,er_ewc,789,split_cifar100_er_ewc_seed789,split_cifar100_er_ewc.yaml,slim_resnet18,1,32,0,True,200,390.5,1,True,,4.2,56.9263,-56.9263,-2.7345
split_cifar100,er_ewc,1024,split_cifar100_er_ewc_seed1024,split_cifar100_er_ewc.yaml,slim_resnet18,1,32,0,True,200,392.3,1,True,,4.16,59.9263,-59.9263,-2.7134
split_cifar100,ewc,42,split_cifar100_ewc_seed42,split_cifar100_ewc.yaml,slim_resnet18,1,32,0,True,200,384.3,1,True,,1.93,32.3474,-32.3474,-2.7345
split_cifar100,ewc,123,split_cifar100_ewc_seed123,split_cifar100_ewc.yaml,slim_resnet18,1,32,0,True,200,384.9,1,True,,2.51,38.3579,-38.3579,-2.7345
split_cifar100,ewc,456,split_cifar100_ewc_seed456,split_cifar100_ewc.yaml,slim_resnet18,1,32,0,True,200,381.2,1,True,,2.07,36.5895,-36.5895,-2.7345
split_cifar100,ewc,789,split_cifar100_ewc_seed789,split_cifar100_ewc.yaml,slim_resnet18,1,32,0,True,200,380.8,1,True,,1.69,32.3263,-32.3263,-2.7345
split_cifar100,ewc,1024,split_cifar100_ewc_seed1024,split_cifar100_ewc.yaml,slim_resnet18,1,32,0,True,200,377.7,1,True,,2.05,32.5263,-32.5263,-2.7345
split_cifar100,fine_tune,42,split_cifar100_fine_tune_seed42,split_cifar100_finetune.yaml,slim_resnet18,1,32,0,True,200,64.6,1,True,,1.7,34.3474,-34.3474,-2.7345
split_cifar100,fine_tune,123,split_cifar100_fine_tune_seed123,split_cifar100_finetune.yaml,slim_resnet18,1,32,0,True,200,67.6,1,True,,2.28,37.4526,-37.4526,-2.7345
split_cifar100,fine_tune,456,split_cifar100_fine_tune_seed456,split_cifar100_finetune.yaml,slim_resnet18,1,32,0,True,200,82.6,1,True,,2.27,41.1053,-41.1053,-2.7345
split_cifar100,fine_tune,789,split_cifar100_fine_tune_seed789,split_cifar100_finetune.yaml,slim_resnet18,1,32,0,True,200,88.7,1,True,,2.44,42.4842,-42.4842,-2.7345
split_cifar100,fine_tune,1024,split_cifar100_fine_tune_seed1024,split_cifar100_finetune.yaml,slim_resnet18,1,32,0,True,200,100.7,1,True,,1.96,39.2105,-39.2105,-2.7345
split_cifar100,icarl,42,split_cifar100_icarl_seed42,split_cifar100_icarl.yaml,slim_resnet18,1,32,0,True,500,94.0,1,True,,4.65,11.1684,-9.4842,-2.7345
split_cifar100,icarl,123,split_cifar100_icarl_seed123,split_cifar100_icarl.yaml,slim_resnet18,1,32,0,True,500,100.7,1,True,,4.68,13.0526,-10.5158,-2.7345
split_cifar100,icarl,456,split_cifar100_icarl_seed456,split_cifar100_icarl.yaml,slim_resnet18,1,32,0,True,500,108.8,1,True,,3.61,10.6,-9.4,-2.7345
split_cifar100,icarl,789,split_cifar100_icarl_seed789,split_cifar100_icarl.yaml,slim_resnet18,1,32,0,True,500,111.4,1,True,,5.29,10.8,-8.2947,-2.7345
split_cifar100,icarl,1024,split_cifar100_icarl_seed1024,split_cifar100_icarl.yaml,slim_resnet18,1,32,0,True,500,81.6,1,True,,3.64,10.5263,-8.5579,-2.7345
split_cifar100,joint_training,42,split_cifar100_joint_training_seed42,split_cifar100_joint.yaml,slim_resnet18,1,32,0,True,200,70.6,1,True,,47.97,5.5368,17.3368,-2.7345
split_cifar100,joint_training,123,split_cifar100_joint_training_seed123,split_cifar100_joint.yaml,slim_resnet18,1,32,0,True,200,66.7,1,True,,46.7,6.6842,9.7789,-2.7345
split_cifar100,joint_training,456,split_cifar100_joint_training_seed456,split_cifar100_joint.yaml,slim_resnet18,1,32,0,True,200,64.8,1,True,,48.1,5.2526,16.1474,-2.7345
split_cifar100,joint_training,789,split_cifar100_joint_training_seed789,split_cifar100_joint.yaml,slim_resnet18,1,32,0,True,200,63.9,1,True,,45.42,5.2737,12.5789,-2.7345
split_cifar100,joint_training,1024,split_cifar100_joint_training_seed1024,split_cifar100_joint.yaml,slim_resnet18,1,32,0,True,200,65.7,1,True,,45.54,7.7579,10.9158,-2.7345
split_cifar100,lwf,42,split_cifar100_lwf_seed42,split_cifar100_lwf.yaml,slim_resnet18,1,32,0,True,200,79.5,1,True,,2.8,44.0737,-44.0737,-2.7345
split_cifar100,lwf,123,split_cifar100_lwf_seed123,split_cifar100_lwf.yaml,slim_resnet18,1,32,0,True,200,76.5,1,True,,2.39,43.2421,-43.2421,-2.7345
split_cifar100,lwf,456,split_cifar100_lwf_seed456,split_cifar100_lwf.yaml,slim_resnet18,1,32,0,True,200,81.7,1,True,,2.34,39.0105,-39.0105,-2.7345
split_cifar100,lwf,789,split_cifar100_lwf_seed789,split_cifar100_lwf.yaml,slim_resnet18,1,32,0,True,200,76.7,1,True,,2.87,41.7368,-41.7368,-2.7345
split_cifar100,lwf,1024,split_cifar100_lwf_seed1024,split_cifar100_lwf.yaml,slim_resnet18,1,32,0,True,200,81.2,1,True,,2.64,42.3895,-42.3895,-2.7345
split_cifar100,progress_compress,42,split_cifar100_progress_compress_seed42,split_cifar100_progress_compress.yaml,slim_resnet18,1,32,0,True,200,75.1,1,True,,3.45,51.1263,-51.1263,-2.7345
split_cifar100,progress_compress,123,split_cifar100_progress_compress_seed123,split_cifar100_progress_compress.yaml,slim_resnet18,1,32,0,True,200,81.6,1,True,,3.92,53.6737,-53.6737,-2.7345
split_cifar100,progress_compress,456,split_cifar100_progress_compress_seed456,split_cifar100_progress_compress.yaml,slim_resnet18,1,32,0,True,200,78.2,1,True,,3.46,51.7368,-51.7368,-2.6924
split_cifar100,progress_compress,789,split_cifar100_progress_compress_seed789,split_cifar100_progress_compress.yaml,slim_resnet18,1,32,0,True,200,81.8,1,True,,3.63,52.8632,-52.8632,-2.7134
split_cifar100,progress_compress,1024,split_cifar100_progress_compress_seed1024,split_cifar100_progress_compress.yaml,slim_resnet18,1,32,0,True,200,81.7,1,True,,3.3,54.3579,-54.3579,-2.7345
split_cifar100,si_der,42,split_cifar100_si_der_seed42,split_cifar100_si_der.yaml,slim_resnet18,1,32,0,True,200,181.4,1,True,,2.76,42.1579,-42.1579,-2.7239
split_cifar100,si_der,123,split_cifar100_si_der_seed123,split_cifar100_si_der.yaml,slim_resnet18,1,32,0,True,200,178.6,1,True,,3.01,46.7684,-46.7684,-2.7345
split_cifar100,si_der,456,split_cifar100_si_der_seed456,split_cifar100_si_der.yaml,slim_resnet18,1,32,0,True,200,169.5,1,True,,3.07,44.7895,-44.7895,-2.7345
split_cifar100,si_der,789,split_cifar100_si_der_seed789,split_cifar100_si_der.yaml,slim_resnet18,1,32,0,True,200,138.5,1,True,,2.67,45.5895,-45.5895,-2.7134
split_cifar100,si_der,1024,split_cifar100_si_der_seed1024,split_cifar100_si_der.yaml,slim_resnet18,1,32,0,True,200,137.8,1,True,,2.8,45.6,-45.6,-2.5766
split_cifar100,xder,42,split_cifar100_xder_seed42,split_cifar100_xder.yaml,slim_resnet18,1,32,0,True,200,87.4,1,True,,1.25,39.2105,-39.2105,-2.7345
split_cifar100,xder,123,split_cifar100_xder_seed123,split_cifar100_xder.yaml,slim_resnet18,1,32,0,True,200,85.6,1,True,,2.49,45.0842,-45.0842,-2.7345
split_cifar100,xder,456,split_cifar100_xder_seed456,split_cifar100_xder.yaml,slim_resnet18,1,32,0,True,200,80.8,1,True,,2.28,48.7895,-48.7895,-2.7345
split_cifar100,xder,789,split_cifar100_xder_seed789,split_cifar100_xder.yaml,slim_resnet18,1,32,0,True,200,77.1,1,True,,3.6,56.4,-56.4,-2.7134
split_cifar100,xder,1024,split_cifar100_xder_seed1024,split_cifar100_xder.yaml,slim_resnet18,1,32,0,True,200,68.7,1,True,,2.33,36.1474,-36.1474,-2.7239
split_mini_imagenet,agem,42,split_mini_imagenet_agem_seed42,split_mini_imagenet_agem.yaml,slim_resnet18,1,32,0,True,200,580.1,2,True,Run log contains restarts; final metrics were read from the last completed metrics block.,1.85,32.6754,-32.6754,-2.7345
split_mini_imagenet,agem,123,split_mini_imagenet_agem_seed123,split_mini_imagenet_agem.yaml,slim_resnet18,1,32,0,True,200,549.3,1,True,,1.6,29.5263,-29.5263,-2.7345
split_mini_imagenet,agem,456,split_mini_imagenet_agem_seed456,split_mini_imagenet_agem.yaml,slim_resnet18,1,32,0,True,200,533.1,1,True,,2.1167,30.6579,-30.6579,-2.7257
split_mini_imagenet,agem,789,split_mini_imagenet_agem_seed789,split_mini_imagenet_agem.yaml,slim_resnet18,1,32,0,True,200,547.1,1,True,,2.0,32.4561,-32.4561,-2.7345
split_mini_imagenet,agem,1024,split_mini_imagenet_agem_seed1024,split_mini_imagenet_agem.yaml,slim_resnet18,1,32,0,True,200,515.6,1,True,,2.1083,35.7105,-35.7105,-2.7169
split_mini_imagenet,agem_distill,42,split_mini_imagenet_agem_distill_seed42,split_mini_imagenet_agem_distill.yaml,slim_resnet18,1,32,0,True,200,488.6,1,True,,2.3833,33.8947,-33.8947,-2.7345
split_mini_imagenet,agem_distill,123,split_mini_imagenet_agem_distill_seed123,split_mini_imagenet_agem_distill.yaml,slim_resnet18,1,32,0,True,200,505.2,1,True,,2.3583,36.7632,-36.7632,-2.7345
split_mini_imagenet,agem_distill,456,split_mini_imagenet_agem_distill_seed456,split_mini_imagenet_agem_distill.yaml,slim_resnet18,1,32,0,True,200,519.7,1,True,,2.4583,35.9211,-35.9211,-2.7257
split_mini_imagenet,agem_distill,789,split_mini_imagenet_agem_distill_seed789,split_mini_imagenet_agem_distill.yaml,slim_resnet18,1,32,0,True,200,540.1,1,True,,2.0083,30.8684,-30.8684,-2.7345
split_mini_imagenet,agem_distill,1024,split_mini_imagenet_agem_distill_seed1024,split_mini_imagenet_agem_distill.yaml,slim_resnet18,1,32,0,True,200,571.0,1,True,,2.3,36.5439,-36.5439,-2.7169
split_mini_imagenet,der,42,split_mini_imagenet_der_seed42,split_mini_imagenet_der.yaml,slim_resnet18,1,32,0,True,200,383.1,1,True,,2.5333,35.4123,-35.4123,-2.6555
split_mini_imagenet,der,123,split_mini_imagenet_der_seed123,split_mini_imagenet_der.yaml,slim_resnet18,1,32,0,True,200,382.9,1,True,,1.925,35.2895,-35.2895,-2.7257
split_mini_imagenet,der,456,split_mini_imagenet_der_seed456,split_mini_imagenet_der.yaml,slim_resnet18,1,32,0,True,200,381.8,1,True,,1.6667,33.9035,-33.9035,-2.7345
split_mini_imagenet,der,789,split_mini_imagenet_der_seed789,split_mini_imagenet_der.yaml,slim_resnet18,1,32,0,True,200,343.7,1,True,,2.0583,32.9211,-32.9211,-2.5415
split_mini_imagenet,der,1024,split_mini_imagenet_der_seed1024,split_mini_imagenet_der.yaml,slim_resnet18,1,32,0,True,200,346.7,1,True,,1.6167,34.193,-34.193,-2.4888
split_mini_imagenet,er_ewc,42,split_mini_imagenet_er_ewc_seed42,split_mini_imagenet_er_ewc.yaml,slim_resnet18,1,32,0,True,200,482.5,1,True,,3.2917,44.8509,-44.8509,-2.7257
split_mini_imagenet,er_ewc,123,split_mini_imagenet_er_ewc_seed123,split_mini_imagenet_er_ewc.yaml,slim_resnet18,1,32,0,True,200,503.6,1,True,,3.025,43.1754,-43.1754,-2.7345
split_mini_imagenet,er_ewc,456,split_mini_imagenet_er_ewc_seed456,split_mini_imagenet_er_ewc.yaml,slim_resnet18,1,32,0,True,200,537.1,1,True,,3.8083,46.2281,-46.2281,-2.7169
split_mini_imagenet,er_ewc,789,split_mini_imagenet_er_ewc_seed789,split_mini_imagenet_er_ewc.yaml,slim_resnet18,1,32,0,True,200,535.4,1,True,,3.55,43.4298,-43.4298,-2.7345
split_mini_imagenet,er_ewc,1024,split_mini_imagenet_er_ewc_seed1024,split_mini_imagenet_er_ewc.yaml,slim_resnet18,1,32,0,True,200,671.0,1,True,,3.0083,45.3947,-45.3947,-2.7345
split_mini_imagenet,ewc,42,split_mini_imagenet_ewc_seed42,split_mini_imagenet_ewc.yaml,slim_resnet18,1,32,0,True,200,621.5,1,True,,2.2083,31.7105,-31.7105,-2.7345
split_mini_imagenet,ewc,123,split_mini_imagenet_ewc_seed123,split_mini_imagenet_ewc.yaml,slim_resnet18,1,32,0,True,200,577.7,1,True,,1.9333,27.4035,-27.4035,-2.7345
split_mini_imagenet,ewc,456,split_mini_imagenet_ewc_seed456,split_mini_imagenet_ewc.yaml,slim_resnet18,1,32,0,True,200,624.2,1,True,,2.0583,26.8772,-26.8772,-2.7257
split_mini_imagenet,ewc,789,split_mini_imagenet_ewc_seed789,split_mini_imagenet_ewc.yaml,slim_resnet18,1,32,0,True,200,562.3,1,True,,2.0583,27.9912,-27.9912,-2.7345
split_mini_imagenet,ewc,1024,split_mini_imagenet_ewc_seed1024,split_mini_imagenet_ewc.yaml,slim_resnet18,1,32,0,True,200,558.3,1,True,,2.1167,30.8333,-30.8333,-2.7169
split_mini_imagenet,fine_tune,42,split_mini_imagenet_fine_tune_seed42,split_mini_imagenet_finetune.yaml,slim_resnet18,1,32,0,True,200,377.6,1,True,,2.25,29.5702,-29.5702,-2.7345
split_mini_imagenet,fine_tune,123,split_mini_imagenet_fine_tune_seed123,split_mini_imagenet_finetune.yaml,slim_resnet18,1,32,0,True,200,353.1,1,True,,2.0167,31.6316,-31.6316,-2.7345
split_mini_imagenet,fine_tune,456,split_mini_imagenet_fine_tune_seed456,split_mini_imagenet_finetune.yaml,slim_resnet18,1,32,0,True,200,376.8,1,True,,2.0917,29.0526,-29.0526,-2.7257
split_mini_imagenet,fine_tune,789,split_mini_imagenet_fine_tune_seed789,split_mini_imagenet_finetune.yaml,slim_resnet18,1,32,0,True,200,397.1,1,True,,1.7833,30.1754,-30.1754,-2.7345
split_mini_imagenet,fine_tune,1024,split_mini_imagenet_fine_tune_seed1024,split_mini_imagenet_finetune.yaml,slim_resnet18,1,32,0,True,200,400.2,1,True,,1.5583,27.7719,-27.7719,-2.7169
split_mini_imagenet,icarl,42,split_mini_imagenet_icarl_seed42,split_mini_imagenet_icarl.yaml,slim_resnet18,1,32,0,True,500,415.9,1,True,,3.7583,10.4035,-8.4825,-2.7345
split_mini_imagenet,icarl,123,split_mini_imagenet_icarl_seed123,split_mini_imagenet_icarl.yaml,slim_resnet18,1,32,0,True,500,414.7,1,True,,3.1333,7.5175,-5.886,-2.7345
split_mini_imagenet,icarl,456,split_mini_imagenet_icarl_seed456,split_mini_imagenet_icarl.yaml,slim_resnet18,1,32,0,True,500,396.0,1,True,,2.25,4.8596,-2.4035,-2.7345
split_mini_imagenet,icarl,789,split_mini_imagenet_icarl_seed789,split_mini_imagenet_icarl.yaml,slim_resnet18,1,32,0,True,500,391.1,1,True,,3.325,8.9561,-7.9649,-2.7345
split_mini_imagenet,icarl,1024,split_mini_imagenet_icarl_seed1024,split_mini_imagenet_icarl.yaml,slim_resnet18,1,32,0,True,500,395.2,1,True,,3.3167,7.2982,-6.4211,-2.7345
split_mini_imagenet,joint_training,42,split_mini_imagenet_joint_training_seed42,split_mini_imagenet_joint.yaml,slim_resnet18,1,32,0,True,200,410.9,1,True,,44.3083,5.2105,18.693,-2.7345
split_mini_imagenet,joint_training,123,split_mini_imagenet_joint_training_seed123,split_mini_imagenet_joint.yaml,slim_resnet18,1,32,0,True,200,439.2,2,True,Run log contains restarts; final metrics were read from the last completed metrics block.,46.3917,2.8333,20.1053,-2.7345
split_mini_imagenet,joint_training,456,split_mini_imagenet_joint_training_seed456,split_mini_imagenet_joint.yaml,slim_resnet18,1,32,0,True,200,405.0,1,True,,42.625,4.9561,19.1228,-2.7345
split_mini_imagenet,joint_training,789,split_mini_imagenet_joint_training_seed789,split_mini_imagenet_joint.yaml,slim_resnet18,1,32,0,True,200,2356.4,8,True,Run log contains restarts; final metrics were read from the last completed metrics block.,44.1417,2.0526,19.807,-2.7257
split_mini_imagenet,joint_training,1024,split_mini_imagenet_joint_training_seed1024,split_mini_imagenet_joint.yaml,slim_resnet18,1,32,0,True,200,408.9,1,True,,48.475,2.6842,21.5,-2.7257
split_mini_imagenet,lwf,42,split_mini_imagenet_lwf_seed42,split_mini_imagenet_lwf.yaml,slim_resnet18,1,32,0,True,200,1471.9,3,True,Run log contains restarts; final metrics were read from the last completed metrics block.,1.4333,26.5702,-26.5702,-2.7345
split_mini_imagenet,lwf,123,split_mini_imagenet_lwf_seed123,split_mini_imagenet_lwf.yaml,slim_resnet18,1,32,0,True,200,434.1,1,True,,1.55,27.0351,-27.0351,-2.7345
split_mini_imagenet,lwf,456,split_mini_imagenet_lwf_seed456,split_mini_imagenet_lwf.yaml,slim_resnet18,1,32,0,True,200,438.9,1,True,,2.3333,30.0175,-30.0175,-2.7345
split_mini_imagenet,lwf,789,split_mini_imagenet_lwf_seed789,split_mini_imagenet_lwf.yaml,slim_resnet18,1,32,0,True,200,456.3,1,True,,1.375,26.2193,-26.2193,-2.7257
split_mini_imagenet,lwf,1024,split_mini_imagenet_lwf_seed1024,split_mini_imagenet_lwf.yaml,slim_resnet18,1,32,0,True,200,450.4,1,True,,2.1333,32.4912,-32.4912,-2.6994
split_mini_imagenet,progress_compress,42,split_mini_imagenet_progress_compress_seed42,split_mini_imagenet_progress_compress.yaml,slim_resnet18,1,32,0,True,200,458.6,1,True,,2.7417,44.5789,-44.5789,-2.6818
split_mini_imagenet,progress_compress,123,split_mini_imagenet_progress_compress_seed123,split_mini_imagenet_progress_compress.yaml,slim_resnet18,1,32,0,True,200,462.7,1,True,,2.8833,42.8947,-42.8947,-2.4625
split_mini_imagenet,progress_compress,456,split_mini_imagenet_progress_compress_seed456,split_mini_imagenet_progress_compress.yaml,slim_resnet18,1,32,0,True,200,470.0,1,True,,2.6667,43.5614,-43.5614,-2.6643
split_mini_imagenet,progress_compress,789,split_mini_imagenet_progress_compress_seed789,split_mini_imagenet_progress_compress.yaml,slim_resnet18,1,32,0,True,200,471.5,1,True,,2.4917,41.5702,-41.5702,-2.6117
split_mini_imagenet,progress_compress,1024,split_mini_imagenet_progress_compress_seed1024,split_mini_imagenet_progress_compress.yaml,slim_resnet18,1,32,0,True,200,482.1,1,True,,2.6,43.4737,-43.4737,-2.7345
split_mini_imagenet,si_der,42,split_mini_imagenet_si_der_seed42,split_mini_imagenet_si_der.yaml,slim_resnet18,1,32,0,True,200,592.1,1,True,,2.2667,34.307,-34.307,-2.6555
split_mini_imagenet,si_der,123,split_mini_imagenet_si_der_seed123,split_mini_imagenet_si_der.yaml,slim_resnet18,1,32,0,True,200,585.2,1,True,,2.125,36.0,-36.0,-2.7257
split_mini_imagenet,si_der,456,split_mini_imagenet_si_der_seed456,split_mini_imagenet_si_der.yaml,slim_resnet18,1,32,0,True,200,583.4,1,True,,2.45,33.193,-33.193,-2.7345
split_mini_imagenet,si_der,789,split_mini_imagenet_si_der_seed789,split_mini_imagenet_si_der.yaml,slim_resnet18,1,32,0,True,200,583.7,1,True,,2.1167,36.4211,-36.4211,-2.5415
split_mini_imagenet,si_der,1024,split_mini_imagenet_si_der_seed1024,split_mini_imagenet_si_der.yaml,slim_resnet18,1,32,0,True,200,581.0,1,True,,2.2667,33.9825,-33.9825,-2.4888
split_mini_imagenet,xder,42,split_mini_imagenet_xder_seed42,split_mini_imagenet_xder.yaml,slim_resnet18,1,32,0,True,200,512.8,1,True,,2.6167,41.4825,-41.4825,-2.7257
split_mini_imagenet,xder,123,split_mini_imagenet_xder_seed123,split_mini_imagenet_xder.yaml,slim_resnet18,1,32,0,True,200,512.3,1,True,,2.4917,42.0263,-42.0263,-2.638
split_mini_imagenet,xder,456,split_mini_imagenet_xder_seed456,split_mini_imagenet_xder.yaml,slim_resnet18,1,32,0,True,200,509.6,1,True,,2.9917,40.6667,-40.6667,-2.7169
split_mini_imagenet,xder,789,split_mini_imagenet_xder_seed789,split_mini_imagenet_xder.yaml,slim_resnet18,1,32,0,True,200,510.0,1,True,,2.2083,32.8596,-32.8596,-2.5941
split_mini_imagenet,xder,1024,split_mini_imagenet_xder_seed1024,split_mini_imagenet_xder.yaml,slim_resnet18,1,32,0,True,200,532.8,1,True,,2.975,41.9737,-41.9737,-2.5853
