task,epoch,train_loss
0,0,1.7349
0,END,
1,0,1.4143
1,END,
2,0,1.5418
2,END,
3,0,1.9578
3,END,
4,0,2.1229
4,END,
5,0,2.1147
5,END,
6,0,2.4135
6,END,
7,0,2.1845
7,END,
8,0,2.33
8,END,
9,0,2.2894
9,END,
10,0,2.526
10,END,
11,0,2.3842
11,END,
12,0,2.6425
12,END,
13,0,2.2966
13,END,
14,0,2.4035
14,END,
15,0,2.5082
15,END,
16,0,2.29
16,END,
17,0,2.6146
17,END,
18,0,2.1247
18,END,
19,0,2.3637
19,END,
