task,epoch,train_loss
0,0,1.7664
0,END,
1,0,1.9635
1,END,
2,0,2.2654
2,END,
3,0,2.4034
3,END,
4,0,2.6781
4,END,
5,0,2.6673
5,END,
6,0,2.8752
6,END,
7,0,2.8103
7,END,
8,0,2.8722
8,END,
9,0,3.1562
9,END,
10,0,3.1787
10,END,
11,0,3.215
11,END,
12,0,3.2618
12,END,
13,0,3.2504
13,END,
14,0,3.2724
14,END,
15,0,3.2692
15,END,
16,0,3.227
16,END,
17,0,3.3982
17,END,
18,0,3.3137
18,END,
19,0,3.3799
19,END,
