task,epoch,train_loss
0,0,0.43
0,END,
1,0,0.3378
1,END,
2,0,0.3433
2,END,
3,0,0.3388
3,END,
4,0,0.3368
4,END,
5,0,0.3413
5,END,
6,0,0.3249
6,END,
7,0,0.3154
7,END,
8,0,0.3222
8,END,
9,0,0.3101
9,END,
