task,epoch,train_loss
0,0,0.4353
0,END,
1,0,0.3485
1,END,
2,0,0.3493
2,END,
3,0,0.3428
3,END,
4,0,0.3428
4,END,
5,0,0.3404
5,END,
6,0,0.3333
6,END,
7,0,0.3194
7,END,
8,0,0.3146
8,END,
9,0,0.3059
9,END,
