task,epoch,train_loss
0,0,1.5232
0,END,
1,0,1.8539
1,END,
2,0,1.843
2,END,
3,0,2.3355
3,END,
4,0,2.8055
4,END,
5,0,2.9745
5,END,
6,0,3.1593
6,END,
7,0,3.433
7,END,
8,0,3.5395
8,END,
9,0,3.6962
9,END,
10,0,3.8835
10,END,
11,0,4.3771
11,END,
12,0,4.078
12,END,
13,0,4.4511
13,END,
14,0,4.3532
14,END,
15,0,4.367
15,END,
16,0,4.3551
16,END,
17,0,4.2463
17,END,
18,0,3.9846
18,END,
19,0,4.3409
19,END,
