task,epoch,train_loss
0,0,0.3245
0,END,
1,0,1.8115
1,END,
2,0,1.5609
2,END,
3,0,1.3403
3,END,
4,0,1.3001
4,END,
5,0,1.263
5,END,
6,0,1.2699
6,END,
7,0,1.234
7,END,
8,0,1.2209
8,END,
9,0,1.2135
9,END,
