task,epoch,train_loss
0,0,0.3424
0,END,
1,0,0.2379
1,END,
2,0,0.2137
2,END,
3,0,0.2021
3,END,
4,0,0.1935
4,END,
5,0,0.1856
5,END,
6,0,0.1821
6,END,
7,0,0.1794
7,END,
8,0,0.1769
8,END,
9,0,0.1731
9,END,
