task,epoch,train_loss
0,0,0.2255
0,END,
1,0,0.1735
1,END,
2,0,0.1687
2,END,
3,0,0.1655
3,END,
4,0,0.1645
4,END,
5,0,0.1708
5,END,
6,0,0.168
6,END,
7,0,0.1649
7,END,
8,0,0.1673
8,END,
9,0,0.1631
9,END,
