task,epoch,train_loss
0,0,0.2226
0,END,
1,0,0.171
1,END,
2,0,0.1695
2,END,
3,0,0.165
3,END,
4,0,0.1614
4,END,
5,0,0.1692
5,END,
6,0,0.1692
6,END,
7,0,0.1642
7,END,
8,0,0.1678
8,END,
9,0,0.1645
9,END,
