task,epoch,train_loss
0,0,0.5195
0,END,
1,0,0.3875
1,END,
2,0,0.3775
2,END,
3,0,0.3578
3,END,
4,0,0.3489
4,END,
5,0,0.3536
5,END,
6,0,0.3413
6,END,
7,0,0.3291
7,END,
8,0,0.3307
8,END,
9,0,0.3224
9,END,
