task,epoch,train_loss
0,0,0.558
0,END,
1,0,0.4021
1,END,
2,0,0.381
2,END,
3,0,0.3667
3,END,
4,0,0.3568
4,END,
5,0,0.3516
5,END,
6,0,0.342
6,END,
7,0,0.3387
7,END,
8,0,0.3352
8,END,
9,0,0.3182
9,END,
