task,epoch,train_loss
0,0,0.3171
0,END,
1,0,1.364
1,END,
2,0,1.1215
2,END,
3,0,1.0367
3,END,
4,0,1.0257
4,END,
5,0,1.0462
5,END,
6,0,1.0538
6,END,
7,0,0.9938
7,END,
8,0,1.0134
8,END,
9,0,0.9745
9,END,
