task,epoch,train_loss
0,0,1.6837
0,END,
1,0,1.5307
1,END,
2,0,1.9544
2,END,
3,0,2.3615
3,END,
4,0,2.6812
4,END,
5,0,2.9438
5,END,
6,0,3.1809
6,END,
7,0,3.4805
7,END,
8,0,3.6578
8,END,
9,0,4.2158
9,END,
10,0,3.9282
10,END,
11,0,4.2248
11,END,
12,0,4.2814
12,END,
13,0,4.5813
13,END,
14,0,4.8255
14,END,
15,0,4.7567
15,END,
16,0,4.6993
16,END,
17,0,4.5723
17,END,
18,0,4.2321
18,END,
19,0,4.022
19,END,
