task,epoch,train_loss
0,0,0.1739
0,END,
1,0,0.1385
1,END,
2,0,0.1257
2,END,
3,0,0.1216
3,END,
4,0,0.1196
4,END,
5,0,0.1166
5,END,
6,0,0.1137
6,END,
7,0,0.1118
7,END,
8,0,0.1117
8,END,
9,0,0.1126
9,END,
