task,epoch,train_loss
0,0,0.3176
0,END,
1,0,0.2518
1,END,
2,0,0.2475
2,END,
3,0,0.2427
3,END,
4,0,0.2403
4,END,
5,0,0.2469
5,END,
6,0,0.2423
6,END,
7,0,0.245
7,END,
8,0,0.2408
8,END,
9,0,0.2407
9,END,
