task,epoch,train_loss
0,0,1.8946
0,END,
1,0,1.6832
1,END,
2,0,2.174
2,END,
3,0,2.9258
3,END,
4,0,3.4648
4,END,
5,0,4.1123
5,END,
6,0,4.3489
6,END,
7,0,4.6278
7,END,
8,0,4.7301
8,END,
9,0,5.6074
9,END,
10,0,5.4605
10,END,
11,0,5.8645
11,END,
12,0,5.7753
12,END,
13,0,5.821
13,END,
14,0,5.8823
14,END,
15,0,6.0724
15,END,
16,0,6.4249
16,END,
17,0,6.1528
17,END,
18,0,5.7014
18,END,
19,0,5.7601
19,END,
