task,epoch,train_loss
0,0,0.3995
0,END,
1,0,0.2707
1,END,
2,0,0.2356
2,END,
3,0,0.2218
3,END,
4,0,0.2075
4,END,
5,0,0.2028
5,END,
6,0,0.1926
6,END,
7,0,0.1896
7,END,
8,0,0.1833
8,END,
9,0,0.1817
9,END,
