task,epoch,train_loss
0,0,1.5299
0,END,
1,0,1.637
1,END,
2,0,1.6437
2,END,
3,0,1.5433
3,END,
4,0,1.4725
4,END,
5,0,1.7531
5,END,
6,0,1.4757
6,END,
7,0,1.4988
7,END,
8,0,1.5708
8,END,
9,0,1.295
9,END,
10,0,1.2471
10,END,
11,0,1.4116
11,END,
12,0,1.1751
12,END,
13,0,1.3198
13,END,
14,0,1.2594
14,END,
15,0,1.4129
15,END,
16,0,1.2434
16,END,
17,0,1.3192
17,END,
18,0,1.2692
18,END,
19,0,1.3775
19,END,
