task,epoch,train_loss
0,0,1.3618
0,END,
1,0,1.7478
1,END,
2,0,1.4522
2,END,
3,0,1.4831
3,END,
4,0,1.3331
4,END,
5,0,1.7089
5,END,
6,0,1.4954
6,END,
7,0,1.4566
7,END,
8,0,1.6028
8,END,
9,0,1.1969
9,END,
10,0,1.1908
10,END,
11,0,1.2884
11,END,
12,0,1.1603
12,END,
13,0,1.2654
13,END,
14,0,1.3284
14,END,
15,0,1.3734
15,END,
16,0,1.2914
16,END,
17,0,1.3519
17,END,
18,0,1.3922
18,END,
19,0,1.3071
19,END,
