task,epoch,train_loss
0,0,0.2745
0,END,
1,0,1.0901
1,END,
2,0,0.9533
2,END,
3,0,0.9229
3,END,
4,0,0.9521
4,END,
5,0,0.941
5,END,
6,0,0.9111
6,END,
7,0,0.8961
7,END,
8,0,0.8819
8,END,
9,0,0.8466
9,END,
