task,epoch,train_loss
0,0,0.2772
0,END,
1,0,0.2122
1,END,
2,0,0.197
2,END,
3,0,0.1883
3,END,
4,0,0.1787
4,END,
5,0,0.1775
5,END,
6,0,0.173
6,END,
7,0,0.1708
7,END,
8,0,0.1694
8,END,
9,0,0.1707
9,END,
