task,epoch,train_loss
0,0,1.6126
0,END,
1,0,1.9756
1,END,
2,0,2.099
2,END,
3,0,2.4026
3,END,
4,0,2.473
4,END,
5,0,2.7921
5,END,
6,0,2.7254
6,END,
7,0,2.8848
7,END,
8,0,3.0008
8,END,
9,0,2.893
9,END,
10,0,2.8387
10,END,
