task,epoch,train_loss
0,0,0.2238
0,END,
1,0,0.2008
1,END,
2,0,0.2305
2,END,
3,0,0.2659
3,END,
4,0,0.2947
4,END,
5,0,0.333
5,END,
6,0,0.374
6,END,
