task,epoch,train_loss
0,0,0.3135
0,END,
1,0,0.273
1,END,
2,0,0.3105
2,END,
3,0,0.328
3,END,
4,0,0.3501
4,END,
5,0,0.3839
5,END,
6,0,0.4088
6,END,
7,0,0.4337
7,END,
8,0,0.471
8,END,
9,0,0.5037
9,END,
