task,epoch,train_loss
0,0,0.3171
0,END,
1,0,0.2789
1,END,
2,0,0.3112
2,END,
3,0,0.353
3,END,
4,0,0.3949
4,END,
5,0,0.4399
5,END,
6,0,0.4545
6,END,
