task,epoch,train_loss
0,0,0.2745
0,END,
1,0,1.5547
1,END,
2,0,1.2112
2,END,
3,0,1.2003
3,END,
4,0,1.1774
4,END,
5,0,1.187
5,END,
6,0,1.151
6,END,
7,0,1.1955
7,END,
8,0,1.1702
8,END,
9,0,1.1649
9,END,
