task,epoch,train_loss
0,0,2.3502
0,END,
1,0,2.9396
1,END,
2,0,3.1395
2,END,
3,0,3.2887
3,END,
4,0,3.3533
4,END,
5,0,3.7348
5,END,
6,0,3.4076
6,END,
7,0,3.6255
7,END,
8,0,4.3178
8,END,
9,0,9.2801
9,END,
10,0,25.9916
10,END,
11,0,6.8871
11,END,
12,0,6.7268
12,END,
13,0,7.0418
13,END,
14,0,7.8001
14,END,
15,0,8.3064
15,END,
16,0,10.2128
16,END,
17,0,9.5788
17,END,
18,0,10.8722
18,END,
19,0,11.4063
19,END,
