task,epoch,train_loss
0,0,0.62
0,END,
1,0,1.4599
1,END,
2,0,2.0473
2,END,
3,0,2.4268
3,END,
4,0,2.4786
4,END,
5,0,2.6484
5,END,
6,0,2.8505
6,END,
7,0,2.5547
7,END,
8,0,3.0328
8,END,
9,0,2.7452
9,END,
