task,epoch,train_loss
0,0,1.6853
0,END,
1,0,1.9445
1,END,
2,0,1.8289
2,END,
3,0,2.2147
3,END,
4,0,2.4032
4,END,
5,0,2.6754
5,END,
6,0,3.8626
6,END,
7,0,2.576
7,END,
8,0,3.0888
8,END,
9,0,3.2343
9,END,
10,0,3.285
10,END,
11,0,3.5786
11,END,
12,0,3.8708
12,END,
13,0,3.6513
13,END,
14,0,4.0124
14,END,
15,0,4.1386
15,END,
16,0,4.0682
16,END,
17,0,4.7708
17,END,
18,0,3.8047
18,END,
19,0,5.3083
19,END,
