task,epoch,train_loss
10,0,4.0299
10,END,
11,0,4.0615
11,END,
12,0,4.4253
12,END,
13,0,4.6584
13,END,
14,0,4.6539
14,END,
15,0,4.8673
15,END,
16,0,4.9108
16,END,
17,0,5.2551
17,END,
18,0,5.2799
18,END,
19,0,5.131
19,END,
