task,epoch,train_loss
0,0,1.6605
0,END,
1,0,1.9516
1,END,
2,0,2.3205
2,END,
3,0,3.2335
3,END,
4,0,3.5118
4,END,
5,0,3.9889
5,END,
6,0,4.4107
6,END,
7,0,5.0949
7,END,
8,0,5.0223
8,END,
9,0,5.5515
9,END,
10,0,5.3274
10,END,
11,0,5.4697
11,END,
12,0,5.5665
12,END,
13,0,6.1001
13,END,
14,0,5.6643
14,END,
15,0,5.8256
15,END,
16,0,6.0359
16,END,
17,0,5.8457
17,END,
18,0,5.789
18,END,
19,0,5.7051
19,END,
