task,epoch,train_loss
0,0,0.3407
0,END,
1,0,0.2465
1,END,
2,0,0.2224
2,END,
3,0,0.2092
3,END,
4,0,0.2028
4,END,
5,0,0.1956
5,END,
6,0,0.1908
6,END,
7,0,0.1869
7,END,
8,0,0.1829
8,END,
9,0,0.1839
9,END,
