task,epoch,train_loss
0,0,0.4353
0,END,
1,0,0.3451
1,END,
2,0,0.3388
2,END,
3,0,0.3251
3,END,
4,0,0.3247
4,END,
5,0,0.323
5,END,
6,0,0.3076
6,END,
7,0,0.3013
7,END,
8,0,0.3049
8,END,
9,0,0.3001
9,END,
