task,epoch,train_loss
0,0,1.2365
0,END,
1,0,2.0217
1,END,
2,0,1.9431
2,END,
3,0,1.9731
3,END,
4,0,1.809
4,END,
5,0,2.0257
5,END,
6,0,1.836
6,END,
7,0,1.7848
7,END,
8,0,1.8658
8,END,
9,0,1.6773
9,END,
10,0,1.6493
10,END,
11,0,1.6846
11,END,
12,0,1.5037
12,END,
13,0,1.6823
13,END,
14,0,1.6336
14,END,
15,0,1.8017
15,END,
16,0,1.6561
16,END,
17,0,1.8627
17,END,
18,0,1.7288
18,END,
19,0,1.7459
19,END,
