task,epoch,train_loss
0,0,2.5878
0,END,
1,0,2.9224
1,END,
2,0,3.267
2,END,
3,0,3.8781
3,END,
4,0,4.3993
4,END,
5,0,5.4394
5,END,
6,0,8.1495
6,END,
7,0,6.5714
7,END,
8,0,10.3087
8,END,
9,0,18.7931
9,END,
10,0,6.4043
10,END,
11,0,6.0402
11,END,
12,0,6.2586
12,END,
13,0,6.1851
13,END,
14,0,6.2257
14,END,
15,0,6.5526
15,END,
16,0,8.0258
16,END,
17,0,17.047
17,END,
18,0,6.428
18,END,
19,0,6.5227
19,END,
