task,epoch,train_loss
0,0,0.6325
0,END,
1,0,6.6473
1,END,
2,0,5.5997
2,END,
3,0,5.5391
3,END,
4,0,5.5837
4,END,
5,0,5.4453
5,END,
6,0,4.2346
6,END,
7,0,4.3717
7,END,
8,0,4.1935
8,END,
9,0,3.785
9,END,
