task,epoch,train_loss
0,0,1.5283
0,END,
1,0,1.6787
1,END,
2,0,1.689
2,END,
3,0,1.8437
3,END,
4,0,1.8725
4,END,
5,0,2.3121
5,END,
6,0,1.9558
6,END,
7,0,2.3051
7,END,
8,0,2.0349
8,END,
9,0,2.1971
9,END,
10,0,1.8852
10,END,
11,0,2.3228
11,END,
12,0,1.974
12,END,
13,0,2.2294
13,END,
14,0,2.0575
14,END,
15,0,2.3155
15,END,
16,0,2.2975
16,END,
17,0,2.5716
17,END,
18,0,2.1045
18,END,
19,0,2.2725
19,END,
