task,epoch,train_loss
0,0,1.7988
0,END,
1,0,2.0982
1,END,
2,0,2.1666
2,END,
3,0,2.489
3,END,
4,0,2.6334
4,END,
5,0,2.6976
5,END,
6,0,2.7791
6,END,
7,0,2.9265
7,END,
8,0,2.8579
8,END,
9,0,3.1766
9,END,
10,0,3.1786
10,END,
11,0,3.1953
11,END,
12,0,3.2727
12,END,
13,0,3.2551
13,END,
14,0,3.239
14,END,
15,0,3.252
15,END,
16,0,3.2307
16,END,
17,0,3.4108
17,END,
18,0,3.2308
18,END,
19,0,3.1953
19,END,
