task,epoch,train_loss
0,0,1.48
0,END,
1,0,1.6616
1,END,
2,0,1.7354
2,END,
3,0,2.0325
3,END,
4,0,1.9227
4,END,
5,0,2.371
5,END,
6,0,2.039
6,END,
7,0,2.6499
7,END,
8,0,2.189
8,END,
9,0,2.3741
9,END,
10,0,2.2179
10,END,
11,0,2.6637
11,END,
12,0,2.0752
12,END,
13,0,2.5149
13,END,
14,0,2.2805
14,END,
15,0,2.7212
15,END,
16,0,2.3112
16,END,
17,0,2.7372
17,END,
18,0,2.3543
18,END,
19,0,2.7916
19,END,
