task,epoch,train_loss
0,0,0.2255
0,END,
1,0,0.1948
1,END,
2,0,0.217
2,END,
3,0,0.251
3,END,
4,0,0.2788
4,END,
5,0,0.3176
5,END,
6,0,0.353
6,END,
7,0,0.3781
7,END,
8,0,0.4143
8,END,
9,0,0.4528
9,END,
