task,epoch,train_loss
0,0,0.2234
0,END,
1,0,0.2013
1,END,
2,0,0.2359
2,END,
3,0,0.2702
3,END,
4,0,0.3012
4,END,
5,0,0.338
5,END,
6,0,0.3667
6,END,
7,0,0.3893
7,END,
8,0,0.4217
8,END,
9,0,0.4471
9,END,
