task,epoch,train_loss
0,0,1.6882
0,END,
1,0,1.4193
1,END,
2,0,1.6385
2,END,
3,0,2.0598
3,END,
4,0,2.144
4,END,
5,0,2.1548
5,END,
6,0,2.1456
6,END,
7,0,2.4138
7,END,
8,0,2.2509
8,END,
9,0,2.4239
9,END,
10,0,3.0725
10,END,
11,0,2.5792
11,END,
12,0,2.3352
12,END,
13,0,2.9673
13,END,
14,0,2.267
14,END,
15,0,2.8435
15,END,
16,0,2.302
16,END,
17,0,2.6785
17,END,
18,0,2.2875
18,END,
19,0,2.5704
19,END,
