task,epoch,train_loss
0,0,0.3245
0,END,
1,0,0.2528
1,END,
2,0,0.2461
2,END,
3,0,0.2404
3,END,
4,0,0.233
4,END,
5,0,0.2435
5,END,
6,0,0.2444
6,END,
7,0,0.2395
7,END,
8,0,0.2455
8,END,
9,0,0.2358
9,END,
