task,epoch,train_loss
0,0,1.48
0,END,
1,0,1.8648
1,END,
2,0,1.9048
2,END,
3,0,2.3819
3,END,
4,0,2.6541
4,END,
5,0,3.1967
5,END,
6,0,3.1064
6,END,
7,0,3.5972
7,END,
8,0,3.5279
8,END,
9,0,3.6869
9,END,
10,0,3.9785
10,END,
11,0,4.1346
11,END,
12,0,3.9346
12,END,
13,0,4.1286
13,END,
14,0,4.0393
14,END,
15,0,4.2326
15,END,
16,0,4.3688
16,END,
17,0,4.5309
17,END,
18,0,4.4249
18,END,
19,0,4.2528
19,END,
