task,epoch,train_loss
0,0,1.563
0,END,
1,0,1.8071
1,END,
2,0,1.8702
2,END,
3,0,2.3608
3,END,
4,0,2.4663
4,END,
5,0,3.2842
5,END,
6,0,3.0336
6,END,
7,0,3.4859
7,END,
8,0,3.5283
8,END,
9,0,3.5629
9,END,
10,0,3.6762
10,END,
11,0,3.9334
11,END,
12,0,3.8939
12,END,
13,0,4.2079
13,END,
14,0,3.8677
14,END,
15,0,4.0728
15,END,
16,0,4.0632
16,END,
17,0,4.2225
17,END,
18,0,4.1978
18,END,
19,0,4.203
19,END,
