task,epoch,train_loss
0,0,1.6882
0,END,
1,0,1.3896
1,END,
2,0,1.6389
2,END,
3,0,2.1123
3,END,
4,0,2.3153
4,END,
5,0,2.4151
5,END,
6,0,2.7661
6,END,
7,0,3.0997
7,END,
8,0,2.8047
8,END,
9,0,3.2417
9,END,
10,0,3.4022
10,END,
11,0,3.2427
11,END,
12,0,4.2842
12,END,
13,0,3.2068
13,END,
14,0,4.3441
14,END,
15,0,3.6215
15,END,
16,0,4.4279
16,END,
17,0,3.692
17,END,
18,0,4.0582
18,END,
19,0,4.1768
19,END,
