task,epoch,train_loss
0,0,1.5299
0,END,
1,0,1.7294
1,END,
2,0,1.7869
2,END,
3,0,2.013
3,END,
4,0,2.0784
4,END,
5,0,2.4141
5,END,
6,0,2.4384
6,END,
7,0,2.7767
7,END,
8,0,2.8926
8,END,
9,0,2.8853
9,END,
10,0,3.1472
10,END,
11,0,2.8967
11,END,
12,0,3.3098
12,END,
13,0,3.2171
13,END,
14,0,3.5532
14,END,
15,0,3.1916
15,END,
16,0,3.6127
16,END,
17,0,3.4597
17,END,
18,0,3.5111
18,END,
19,0,3.9971
19,END,
