task,epoch,train_loss
0,0,0.3407
0,END,
1,0,0.2497
1,END,
2,0,0.2236
2,END,
3,0,0.2116
3,END,
4,0,0.2056
4,END,
5,0,0.2011
5,END,
6,0,0.1971
6,END,
7,0,0.1964
7,END,
8,0,0.1959
8,END,
9,0,0.1946
9,END,
