task,epoch,train_loss
0,0,0.2686
0,END,
1,0,0.2026
1,END,
2,0,0.182
2,END,
3,0,0.1749
3,END,
4,0,0.165
4,END,
5,0,0.1628
5,END,
6,0,0.164
6,END,
7,0,0.1631
7,END,
8,0,0.1596
8,END,
9,0,0.1567
9,END,
