task,epoch,train_loss
0,0,1.563
0,END,
1,0,1.7599
1,END,
2,0,1.729
2,END,
3,0,2.0556
3,END,
4,0,2.0784
4,END,
5,0,2.1387
5,END,
6,0,2.1359
6,END,
7,0,2.1183
7,END,
8,0,2.1448
8,END,
9,0,2.161
9,END,
10,0,2.336
10,END,
11,0,2.2461
11,END,
12,0,2.1323
12,END,
13,0,2.0847
13,END,
14,0,2.3358
14,END,
15,0,2.2051
15,END,
16,0,2.6444
16,END,
17,0,2.3252
17,END,
18,0,2.4155
18,END,
19,0,2.1757
19,END,
