task,epoch,train_loss
0,0,0.2745
0,END,
1,0,0.2122
1,END,
2,0,0.1991
2,END,
3,0,0.1888
3,END,
4,0,0.1816
4,END,
5,0,0.1789
5,END,
6,0,0.1758
6,END,
7,0,0.1712
7,END,
8,0,0.1723
8,END,
9,0,0.1724
9,END,
