task,epoch,train_loss
0,0,0.3135
0,END,
1,0,0.2438
1,END,
2,0,0.2383
2,END,
3,0,0.2375
3,END,
4,0,0.2327
4,END,
5,0,0.234
5,END,
6,0,0.2258
