task,epoch,train_loss
0,0,0.3176
0,END,
1,0,0.2518
1,END,
2,0,0.2406
2,END,
3,0,0.2389
3,END,
4,0,0.2347
4,END,
5,0,0.2318
5,END,
6,0,0.2267
6,END,
7,0,0.2263
7,END,
8,0,0.2264
8,END,
9,0,0.2231
9,END,
