task,epoch,train_loss
0,0,0.3836
0,END,
1,0,0.2633
1,END,
2,0,0.2334
2,END,
3,0,0.2132
3,END,
4,0,0.2
4,END,
5,0,0.1997
5,END,
6,0,0.1947
6,END,
7,0,0.1865
7,END,
8,0,0.1842
8,END,
9,0,0.1789
9,END,
