task,epoch,train_loss
0,0,0.2686
0,END,
1,0,0.2172
1,END,
2,0,0.197
2,END,
3,0,0.1911
3,END,
4,0,0.18
4,END,
5,0,0.1791
5,END,
6,0,0.1698
6,END,
7,0,0.172
7,END,
8,0,0.1688
8,END,
9,0,0.1681
9,END,
