task,epoch,train_loss
0,0,1.452
0,END,
1,0,1.8713
1,END,
2,0,1.7686
2,END,
3,0,2.1559
3,END,
4,0,2.3765
4,END,
5,0,3.166
5,END,
6,0,2.7875
6,END,
7,0,3.3773
7,END,
8,0,3.8093
8,END,
9,0,3.2953
9,END,
10,0,3.3239
10,END,
11,0,4.1676
11,END,
12,0,3.9234
12,END,
13,0,4.07
13,END,
14,0,3.8977
14,END,
15,0,4.5369
15,END,
16,0,4.5208
16,END,
17,0,4.8011
17,END,
18,0,4.3279
18,END,
19,0,4.7057
19,END,
