task,epoch,train_loss
0,0,1.5884
0,END,
1,0,9.1054
1,END,
2,0,8.6125
2,END,
3,0,8.7148
3,END,
4,0,8.5142
4,END,
5,0,8.1893
5,END,
6,0,7.957
6,END,
7,0,7.9911
7,END,
8,0,7.9355
8,END,
9,0,7.9852
9,END,
10,0,8.1045
10,END,
11,0,7.8246
11,END,
12,0,8.3527
12,END,
13,0,8.0969
13,END,
14,0,7.8906
14,END,
15,0,8.0693
15,END,
16,0,7.578
16,END,
17,0,7.9009
17,END,
18,0,8.2507
18,END,
19,0,8.0403
19,END,
