task,epoch,train_loss
1,0,0.208
1,END,
2,0,0.1927
2,END,
3,0,0.1868
3,END,
4,0,0.1799
4,END,
5,0,0.171
5,END,
6,0,0.1759
6,END,
7,0,0.1684
7,END,
8,0,0.1682
8,END,
9,0,0.1672
9,END,
