task,epoch,train_loss
0,0,1.213
0,END,
1,0,1.1868
1,END,
2,0,1.1884
2,END,
3,0,1.2053
3,END,
4,0,1.2146
4,END,
5,0,1.2133
5,END,
6,0,1.1942
6,END,
7,0,1.1959
7,END,
8,0,1.2102
8,END,
9,0,1.2009
9,END,
